income_3groups,time,income_mountain_50bracket_shape_for_log
high_income,1961,"655,901,1089,1205,1250,1210,1074,866,614,370,179,70,90,291,720,1375,2049,2312,1953,1342,1608,3574,6996,11971,23344,56006,134391,310136,655384,954627,1038135,931889,768439,525694,277157,143074,79458,43176,21370,10082,5581,4230,3193,1888,810,272,72,22,12,8"
high_income,1962,"654,912,1108,1231,1281,1248,1113,905,647,396,198,82,94,289,719,1385,2096,2422,2126,1572,1939,4231,8447,14799,27909,61849,139041,309502,649043,964776,1061057,967277,803366,563886,302855,158163,89288,50656,26454,12382,6359,4515,3389,2034,893,306,82,25,13,8"
high_income,1963,"646,917,1123,1256,1314,1287,1158,948,687,425,216,87,86,268,686,1349,2085,2457,2186,1558,1705,3682,7484,13118,24795,56795,131249,295859,628432,969246,1083209,1006800,843154,611470,335453,176966,101070,59101,32812,15754,7561,4930,3635,2227,1004,350,98,30,16,11"
high_income,1964,"628,913,1131,1277,1344,1329,1206,1000,735,464,241,99,78,241,640,1295,2060,2502,2289,1625,1577,3295,6853,12063,22268,50867,120055,275305,594214,963248,1101222,1048264,887029,669337,379457,202784,116199,69130,40279,20462,9464,5564,3954,2476,1158,414,119,35,18,11"
high_income,1965,"25654,34497,39860,41345,39766,34784,27416,19168,11661,7087,7691,14980,32383,58401,86474,107023,114640,121029,154473,236086,381610,621053,1107774,2146446,4060258,7400776,12232005,19037232,27211627,33005194,32907670,27146438,18559681,10526667,5086703,2296288,976491,425597,201685,83858,28165,10800,6208,3731,1862,799,335,165,96,60"
high_income,1966,"24127,33814,39871,42058,40959,36524,29307,20957,12942,7511,6950,12902,28516,53675,82473,105146,114774,118596,144352,215416,347841,563831,982053,1902203,3631072,6727185,11327253,17851797,26167742,32811271,33822938,28832689,20392637,11923712,5882203,2672000,1150353,493620,234889,101857,35409,12645,6736,4018,2044,903,394,196,114,72"
high_income,1967,"24019,33961,40278,42678,41686,37354,30115,21673,13487,7827,7013,12758,28165,53409,82716,106289,116927,120982,146117,216578,348854,564657,976259,1880873,3583399,6633754,11203065,17672784,25991524,32883725,34228050,29451634,21024354,12428661,6184275,2820340,1223186,525934,250984,111918,40526,14407,7289,4242,2153,942,401,192,112,70"
high_income,1968,"22999,33390,40277,43227,42577,38668,31568,23072,14552,8323,6710,11563,25751,50286,79928,105011,117656,121179,142010,205962,329979,533945,909452,1744361,3345221,6236426,10675794,16929948,25219118,32643957,34813370,30645909,22391511,13559744,6868378,3154069,1386977,594387,281479,128829,48392,16723,7845,4437,2252,965,397,178,98,61"
high_income,1969,"22523,33236,40498,43790,43340,39656,32607,24050,15323,8756,6692,11074,24642,48891,78830,104814,118529,121644,140124,200957,321443,520252,877001,1674151,3218502,6020587,10390188,16528398,24787357,32535654,35226320,31437183,23266664,14281571,7320057,3384265,1506987,651404,309748,144503,56061,19456,8880,4975,2582,1126,467,208,113,69"
high_income,1970,"23650,34627,42051,45430,45049,41291,34113,25346,16360,9558,7391,11859,25899,50733,81079,107134,120957,125442,147234,212996,340198,548412,925248,1763504,3382950,6324389,10919844,17498564,26294646,34093140,36332907,31932466,23360971,14224260,7291266,3384923,1521362,674513,328376,155798,62497,22437,10183,5648,2994,1335,554,239,127,76"
high_income,1971,"23278,34542,42305,45994,45792,42229,35094,26274,17115,10022,7473,11557,25110,49768,80479,107444,122324,126718,146838,210376,335220,540156,903711,1713426,3290119,6158439,10685950,17150555,25929861,34022931,36733707,32675191,24176151,14884187,7706034,3589943,1621940,720706,353092,172111,72484,26451,11402,6093,3249,1474,620,267,137,82"
high_income,1972,"21887,33600,41972,46385,46700,43854,37386,29309,21123,15177,13810,18775,31829,54846,83571,109909,127515,138932,169783,248265,385919,596578,956689,1746998,3322770,6287151,11493243,19648378,29752252,37653343,40200172,35575071,26461191,16584239,8748775,4093795,1855777,815762,391025,190780,77998,26618,11105,6121,3372,1545,641,265,132,79"
high_income,1973,"20393,32400,41479,46661,47527,45224,39099,31037,22602,16037,13852,18186,30920,55135,87377,119127,141429,155489,190502,285448,449753,686875,1097526,2080239,4231303,8612864,17295391,31759605,47145902,56310187,57025428,48123353,34334147,21036845,11042164,5104107,2287957,994467,457554,216863,85865,27419,10571,5913,3381,1577,648,258,123,74"
high_income,1974,"21223,33396,42410,47455,48158,45723,39590,31955,24704,20756,23009,33564,54472,87875,129704,171528,205408,233629,287303,408882,613956,915529,1449816,2707766,5457863,11272156,22793653,40825465,59292507,69040104,67223363,54702406,37611017,22335527,11528129,5293409,2374954,1056579,513583,262128,115785,42171,15776,7242,3536,1554,623,244,117,70"
high_income,1975,"22297,34507,43428,48283,48790,46099,39706,31901,24621,20902,23699,35120,57348,92202,135206,177595,211719,241020,299322,431897,656580,987187,1566395,2903769,5779985,11846916,23800544,42350956,61067248,70615623,68202723,55106206,37534128,22063054,11226337,5107344,2278736,1014511,495920,248137,103582,36377,13810,6399,2950,1219,483,198,106,64"
high_income,1976,"20935,33368,42986,48559,49670,47565,41840,34660,28070,25165,28833,41026,63006,97173,140060,184561,223174,255805,309301,428404,638786,954743,1490952,2720598,5442718,11115439,22468606,41309497,62710792,74860383,73906086,61041614,42142212,25066980,12887728,5887490,2620424,1161341,558519,280375,118169,41317,15115,6644,2922,1158,445,185,100,62"
high_income,1977,"19835,32436,42686,48867,50478,48727,43326,36165,29352,25894,28748,40024,60683,93771,136428,182110,222727,256357,306198,418581,622997,931225,1432755,2550309,5046222,10214546,20731610,38723840,60437411,73911829,74576832,63135972,44523253,26947183,14054137,6469310,2881060,1278083,611734,311471,133669,46467,16349,6945,3048,1182,440,171,85,54"
high_income,1978,"14999,30924,42027,48921,51226,49937,45039,37967,30950,26876,28767,38879,58484,91419,137337,191343,245286,292631,351181,473215,710163,1128411,1907337,3490292,6829670,13821875,26477531,45892901,68253723,81944689,81061783,68388627,48621321,29929268,15922956,7465628,3346096,1489168,689357,330260,134994,46511,16442,7157,3108,1172,422,154,72,45"
high_income,1979,"14717,30974,43023,50834,54167,53850,49927,43473,36637,32157,33426,43451,64957,102903,157153,220671,280762,328925,384751,507964,755596,1189510,2035373,3838414,7689043,15586569,30924487,54221327,78867618,92555490,90330225,75471469,53349561,32762465,17458641,8215390,3674111,1640626,767266,382473,162501,55996,18932,7792,3394,1283,462,165,74,46"
high_income,1980,"14936,31322,42893,50103,52600,51341,46340,39001,31520,26859,28219,38067,57641,90677,136678,190618,244539,292432,349519,466714,697899,1098364,1838062,3365629,6600205,13136423,25855635,45519201,70152017,86660584,87104721,74105039,52967578,32499521,17262512,8082858,3605530,1621523,782251,412197,188440,66666,21652,8234,3601,1398,496,163,66,36"
high_income,1981,"20573,33890,44862,51526,53332,51515,45786,38081,30472,26193,28442,39634,60843,96224,143911,198159,251118,298083,359687,488847,736770,1159786,1948265,3601061,7085119,14118494,27612066,48359615,73273235,88808602,87551303,72784394,50788653,30485695,15800451,7264698,3242063,1460297,717883,372790,159888,54418,18469,7493,3221,1178,396,120,48,27"
high_income,1982,"20382,33532,44310,50766,52394,50515,45174,38833,34065,35410,46652,69710,104454,151839,208295,270874,343584,434401,565907,806670,1267684,2085399,3582858,6343007,11789878,21780861,39225324,64806219,92962331,107777916,100854515,79958126,54299397,31911330,16414390,7578783,3411915,1543197,736660,358596,144817,49138,17386,7422,3135,1100,337,86,27,15"
high_income,1983,"21384,35430,47183,55160,58495,58405,55164,50446,46611,47617,57213,78077,112054,161298,225439,301576,390453,494501,628988,852088,1275814,2077872,3719044,6857461,12967440,24200647,44363808,73298702,102432208,116254643,107595586,84903251,58496545,35395728,18823310,8988083,4042081,1818477,834350,385637,151030,51673,18497,7748,3126,1046,315,85,29,16"
high_income,1984,"21291,35265,46950,54908,58317,58441,55610,51372,47942,48818,57358,76100,107233,153609,216587,295493,391134,505043,647599,876121,1311594,2135989,3785493,6920776,12980805,24094479,43750247,71910817,101245646,116679949,109609435,86835202,60213171,36879925,19957072,9606816,4351534,1998708,915183,413260,160275,55055,19857,8299,3419,1252,445,152,61,34"
high_income,1985,"22310,36981,49306,57783,61599,62093,59580,55418,51718,51517,57957,73656,101435,145711,209338,291831,392094,508137,647945,867208,1288329,2085812,3677272,6756317,12719853,23607172,42767147,70247246,100171016,117144421,111587660,88886498,62149582,38680064,21256363,10314553,4685626,2131640,943522,421475,170200,59549,19897,7483,2965,1004,336,118,55,32"
high_income,1986,"23177,38456,51333,60255,64454,65121,62631,58237,53968,52303,56205,68540,92642,134632,198191,283066,385575,500215,628781,819524,1195824,1949497,3498120,6509193,12256916,22840335,41231534,67886559,98250114,117907895,113915356,91740160,64735622,40452649,22343778,10973052,4989570,2247376,950585,406340,162623,54224,16601,6445,2766,1048,374,134,59,33"
high_income,1987,"26875,45478,62578,76547,86949,94565,99258,101187,101522,101480,103566,110955,127352,160126,214919,293521,396492,526738,696592,975775,1522964,2611061,4722199,8796637,16508205,29967206,51259591,79589248,109714843,127794785,122857336,99406180,69874836,43478243,24020301,11742107,5309502,2415158,1042537,444167,175721,56706,16806,6718,3277,1562,756,386,220,138"
high_income,1988,"24250,41319,57426,71093,81967,90475,96132,98419,97977,95413,92879,93797,102677,128433,178356,254697,355133,478551,635949,890775,1379881,2344760,4241422,8010096,15210667,28129779,48745376,76767658,108127987,128984135,126843625,104372264,73754687,45803466,25262905,12425487,5583788,2532185,1120854,490960,193679,60645,16295,5978,2996,1508,773,418,246,157"
high_income,1989,"21780,37371,52469,65691,76737,85664,91694,93853,92452,87899,82140,78908,82784,102587,146243,217702,316669,442081,600832,846887,1294481,2150438,3865329,7375240,14194522,26296172,46250701,74015487,106407479,129452903,129735742,108316548,77505544,48623659,27193795,13551100,6140146,2811480,1258557,558641,224389,69841,17300,5656,2945,1577,849,479,285,180"
high_income,1990,"19165,33451,48092,62023,75225,87294,97251,103452,105438,102673,96519,90674,89228,101148,134061,192571,278245,393040,538353,747807,1103149,1781951,3151660,6002863,11792540,22694941,41679756,68970348,102237837,128106092,131818254,111885048,80791417,50619416,28058692,13907419,6286428,2930381,1348034,608151,255736,86849,22622,6035,2572,1296,703,419,271,182"
high_income,1991,"16984,30178,44458,58956,73880,88435,101461,110803,115559,115083,110527,105842,105755,118909,153213,212259,294734,400297,534559,740472,1109918,1796871,3133582,5928379,11677986,22434559,40745051,67659606,101655730,129879550,134382716,114456310,82431635,51071302,27812573,13709289,6278581,2926235,1361067,620775,248406,75563,18272,5496,2577,1310,747,468,307,207"
high_income,1992,"18794,33189,48500,63645,78707,92927,104994,112802,115803,114092,110141,109072,116494,139955,182612,244097,324724,434479,590591,837552,1263543,2029207,3447790,6286115,11947493,22604309,40877969,67463679,100596926,128811040,135349841,116078598,83549285,51720708,28403098,14186453,6515868,2999393,1368988,635976,276053,95704,25541,6776,2699,1337,762,481,313,205"
high_income,1993,"7596,12935,18014,22289,25797,28780,31313,34025,37769,44959,59433,85205,124866,181464,248074,312824,372897,452888,597836,866242,1327017,2128121,3585742,6483714,12383984,23706314,42391374,68404325,101074806,129143522,135530808,115507299,82886717,51761476,28749967,14442641,6740704,3144329,1408625,641853,344769,241104,174169,99225,39914,10074,1995,602,388,255"
high_income,1994,"4437,7735,11146,14486,17961,21698,26007,31810,40379,55687,83130,126971,187806,260558,324792,363137,381817,431698,590319,908924,1413347,2212090,3665216,6576323,12317255,23252463,41852817,68456856,101524522,130024234,138460379,119738286,85662206,53324055,30060938,15367411,7200810,3343198,1500707,677796,362742,256570,187501,107746,43309,10799,2137,660,415,265"
high_income,1995,"3545,6621,10416,15024,20878,27853,36291,47040,61414,83185,118019,169913,239542,317933,381216,411664,417025,455283,608655,933796,1483253,2390585,4088677,7450297,13887053,25496469,45075127,73996030,109286445,138013010,145965173,125023708,89074297,55478341,31120437,15978792,7456695,3506083,1596075,702333,354756,245612,181984,105193,42347,10645,2174,696,440,281"
high_income,1996,"4155,7498,11390,15968,22207,30676,42660,59997,83671,116160,158514,208278,262230,309897,338318,349104,364642,435985,613207,916057,1403895,2254475,3907828,7202586,13614485,25358451,45009905,74217057,110277216,140204678,148753195,128031364,91825335,58087882,33045798,16784396,7901835,3665319,1640869,722189,336186,221730,195250,146125,79537,29894,8452,1695,462,272"
high_income,1997,"5426,9882,15286,21861,31169,43838,61281,84750,113770,148042,184891,220306,253002,278280,298237,325176,375839,472605,631470,885383,1331537,2151312,3725353,6854754,12982649,24269132,43179368,71869457,109318184,141601416,151165860,131060071,95030808,60137831,34140216,17710916,8542344,4060255,1858349,832929,401053,256952,211568,153166,81895,30072,8158,1581,486,288"
high_income,1998,"8303,15239,23622,33376,45990,61531,80178,101122,122348,142732,160441,176705,197586,231489,281890,344203,408493,477996,587266,809787,1225981,1922045,3156852,5748115,11083957,21069381,38146200,64114093,98251406,131698617,145075849,129505025,96974390,62838424,36105329,18728478,9077425,4300009,1948970,880512,453142,294480,222706,145533,71000,23500,5458,1160,473,272"
high_income,1999,"5531,9795,14598,19913,26851,36024,48408,65350,86730,112678,141594,170472,198199,222470,242111,266702,307660,383664,523014,754989,1135887,1772904,2956579,5388134,10346919,19885674,36652820,62491353,96715600,131036335,146136796,132172177,100594751,65809872,37993854,19743474,9515341,4487582,2111998,967316,480546,307729,235290,150633,69196,21431,4666,1467,687,358"
high_income,2000,"7202,13540,21593,31397,44431,60602,79927,101114,121679,139389,150988,156027,158474,164889,183742,221416,281910,376392,525149,759705,1127647,1725088,2797943,4992237,9590810,18410311,34263383,59759632,94714209,130955211,149223558,136740833,104265313,68073138,39089261,20492199,10090055,4792414,2221138,1013886,492116,308999,265646,210652,126964,55275,18131,4489,1082,446"
high_income,2001,"23636,38647,50382,57125,57985,54761,48310,41503,37817,42356,62290,101800,161141,235481,302590,341771,353867,381051,498976,754412,1177503,1840665,2997294,5293427,9950090,18968184,35841821,63400391,101232493,140700471,158987988,144586201,109397051,71388056,41007888,21430962,10690553,5174711,2524897,1247086,618990,363357,280863,210969,124795,53705,17423,4374,1172,510"
high_income,2002,"27537,45973,61917,73409,79474,81059,77981,71318,63708,59180,63581,82577,120037,178840,252266,324798,385791,448611,556951,777572,1182416,1879528,3096290,5446174,10100698,18907352,35238158,62077389,99748000,140357921,160644758,146966036,111544668,72792710,42330698,22155733,10845266,5386680,2776290,1387431,686014,385313,260240,163473,79335,27234,6777,2195,1087,578"
high_income,2003,"642,1247,2143,3566,6323,11084,19458,33607,54828,84600,123720,168704,214918,256593,289993,324434,378086,476136,633626,851892,1179246,1777086,2965526,5367825,10043490,18705552,34591101,60680845,99003649,140358555,161957704,148819980,112310029,74030238,43863834,23272929,11671759,5819597,2947170,1472919,761680,437110,273516,155532,68147,20851,4965,1985,1120,610"
high_income,2004,"1822,3954,7470,12778,21364,33507,50116,71329,95344,120486,143440,162346,179729,201752,234978,285153,352539,442236,572136,789209,1180718,1872445,3099745,5459577,10036585,18706590,34897809,61968950,100645475,142805538,166520927,155003590,119013416,78389053,45311347,23677651,11949575,5972606,3012924,1473104,718270,405497,272990,166412,76094,24348,5996,2311,1288,728"
high_income,2005,"2394,4105,5955,8072,11460,16985,26156,41081,62581,91092,125470,161396,195455,226702,255584,292754,348024,430623,556763,759314,1123593,1808878,3071137,5434668,9884892,18206556,33869525,60637325,99619318,143341688,168006087,158027882,120770055,79597958,46975197,24962415,12600021,6246130,3161148,1546789,782003,455252,302882,191236,97871,36666,9379,2436,1103,646"
high_income,2006,"2457,4761,8057,12630,19908,30415,45213,64940,88132,113108,136224,154931,170225,188342,217585,266715,336605,426589,545283,731139,1075689,1751704,3038456,5469302,9952643,18252427,34304748,61771042,100788562,144234235,170423089,160594191,124634246,83166567,49080006,26344861,13392437,6738561,3513441,1744760,848502,466265,316922,221111,125673,51990,14663,3567,1201,667"
high_income,2007,"1664,3434,6259,10532,17736,28394,43721,64496,89341,116130,140630,158946,170488,179106,193688,228570,293575,396506,548576,771899,1126591,1753676,2935351,5327111,10216275,19447302,35674718,61780150,99043764,142028089,172856550,166912696,131530163,88377338,52469749,28416495,14737292,7574086,3924364,1847063,858600,477234,314562,192059,93233,34487,10847,4527,2349,1144"
high_income,2008,"3239,6717,11993,19409,30622,45585,64729,86858,109207,129354,144238,154924,167500,194222,244030,312499,387512,466867,576502,781394,1155998,1820489,3055961,5524608,10468361,19567443,36288446,63985643,102718391,145765268,174390790,167324627,132270762,88637488,52397133,28163709,14427789,7214100,3662442,1793507,913394,528580,324445,179121,77977,24620,6084,2229,1159,663"
high_income,2009,"1302,2204,3041,3784,4617,5938,8688,14860,26430,46179,78338,123186,176370,229916,272301,303041,337941,410937,562988,815150,1239303,2080749,3777376,7181516,13692844,24499742,41791764,69215776,108006437,150427349,179245680,171707817,136117638,91919926,54318310,29012890,14614109,6900952,3177208,1491362,773622,463295,303080,176897,79357,24753,5690,2011,1138,705"
high_income,2010,"6510,12576,20689,30940,44705,61371,80418,99779,116821,129752,136109,138481,143990,163993,207476,270780,345091,437065,577715,830627,1287266,2165411,3837592,6977668,12798059,22794306,39364031,67177541,108071603,152552717,181904809,173625831,138770091,93528376,55723991,29743474,14596561,6736995,3153358,1521143,791489,414858,194917,76441,28062,12330,6776,3696,1930,968"
high_income,2011,"3147,6399,11235,18032,28448,42676,61504,84463,109269,132964,150484,159112,161720,167962,195421,259391,365062,508221,685185,936027,1377183,2272091,4012827,7337616,13376103,23203955,39997947,68635359,108861389,153773560,182700575,173575842,138023483,93605619,55947954,30108094,14930216,6977775,3295812,1585307,837861,463601,245972,109018,39073,12737,5862,3491,2059,1117"
high_income,2012,"2771,5549,9647,15452,24540,37300,54789,77277,103167,129948,153273,170952,186080,207909,253468,336814,461328,631193,871873,1290928,2128618,3974992,7562798,14450179,26668414,44246785,66083329,94741332,130742011,169070180,194259362,181622300,142349093,96131412,57460601,30928063,15360181,7084554,3303037,1639935,893093,495733,258757,113304,39422,11724,4848,2813,1689,967"
high_income,2013,"1694,3557,6537,11072,18674,29831,45779,67170,92724,120201,145173,164372,179729,199469,242446,329432,471125,670591,937800,1345593,2086213,3731517,7075789,13892878,26333912,44077952,66050808,94816580,130676819,169512822,195741513,184159923,143731702,97269483,58058814,31435462,15700036,7350432,3454252,1703625,932679,515126,263963,113857,39007,11591,4646,2536,1507,930"
high_income,2014,"28840,48658,66575,80493,89376,93834,93342,88965,84030,84043,96841,128977,182451,260043,362544,498071,688825,986603,1465511,2249001,3601379,6223234,11035190,19648518,33665553,52780418,76105940,105602245,140561023,178277537,203569911,188708037,144840188,96739415,58977176,32738865,16932503,8157802,3758865,1811234,975305,510062,237914,94444,32009,12313,6829,4088,2365,1289"
high_income,2015,"12555,23179,35951,50441,67405,85541,103255,117285,125744,126708,122295,121151,135381,183148,270871,391007,534687,707394,931843,1243748,1716725,2615543,4442271,8062020,14641935,25542597,42673674,70808871,110282269,154988490,188587264,183975690,144241674,97654807,59840603,32866657,16698865,8091639,3878509,1939692,1075206,588688,289114,118514,39239,12978,6392,3708,2158,1196"
high_income,2016,"8712,16393,26146,37931,53157,71213,91477,111554,128849,141758,149217,155596,169336,204743,273052,373880,506283,674260,883053,1150289,1535472,2274602,3833582,6987061,13109289,23950270,40943164,68432226,106736936,151120441,186475697,185300248,150066125,103012087,63393849,35402368,18067320,8626165,4191102,2071603,1086622,589154,301293,131768,47561,15232,6267,3455,1962,1123"
high_income,2017,"30532,50400,66730,77294,80879,79327,73525,66975,64476,70289,90233,125007,170679,222740,280615,358739,486944,702014,1024390,1452119,2058750,3151127,5276913,9179164,16340212,28294866,46685906,74618446,112903922,157020849,190789280,188432561,153677218,106656813,66282640,37132218,18998294,9113419,4435453,2159391,1123163,608515,305653,127749,43153,13102,5705,3208,1837,1073"
high_income,2018,"8051,15288,24699,36311,51645,70215,91528,113312,132437,145961,149919,146074,142763,157019,208290,305295,445267,621243,824417,1078278,1470822,2241944,3829825,6899081,12664055,22976840,39919522,66465893,103783200,149329127,186976385,188107523,155605572,109953950,69061301,38889590,20020347,9792669,4863415,2398532,1228218,688215,390624,200300,84153,27809,8690,4244,2438,1351"
high_income,2019,"7331,14001,22787,33779,48567,66797,88163,110510,130645,145451,150619,147583,145273,161763,218528,326262,484772,689025,938023,1257027,1723066,2550805,4170795,7328833,13439569,24325642,41571950,67776550,104490820,148956939,188118082,191785010,159558374,112923642,71566493,40781278,21223636,10513361,5153681,2546168,1316072,727357,400106,201108,82632,26334,8179,4167,2424,1339"
high_income,2020,"7635,14356,23050,33992,48713,66856,88086,110259,130186,144696,149399,145571,141378,153794,203039,298549,437813,612475,812407,1058635,1435511,2162933,3676382,6711765,12573086,23134548,40400870,66987677,104054089,148882876,187091416,189376002,156377038,110081869,69657744,39670622,20680413,10268860,5056513,2506715,1296410,716186,394661,198863,81857,26097,8140,4155,2409,1313"
high_income,2021,"5983,12911,21305,31587,45584,63160,83861,106302,127025,143600,150946,149606,147067,159907,211004,316026,484416,728479,1092700,1675129,2729418,4922128,9392353,17843357,33099625,56048839,82423399,109889150,140024902,174816484,206149310,206303384,171655139,122068208,78103639,45366119,23964454,12017870,5923648,2940508,1496410,818736,451872,235196,102069,34550,10322,4697,2657,1430"
high_income,2022,"4331,12046,20272,30252,43829,61071,81436,103878,124927,142353,150864,150397,147522,157788,204206,303689,466903,705395,1059737,1620984,2615430,4658440,8849307,16761751,31112824,53421084,80022377,107841447,138054854,172661218,205495073,209582136,177677461,128253295,82845679,48588790,25874715,13070096,6453744,3211361,1629153,888350,491136,259110,115731,40989,12655,5618,3164,1723"
high_income,2023,"4169,11714,19880,29779,43221,60366,80632,103084,124191,141663,150374,149997,146754,155764,199838,295868,454123,684955,1026063,1565893,2511690,4439682,8406061,15916102,29584375,51383272,78031899,106285206,137028815,171991314,205659097,211602912,180976559,131567322,85271827,50128601,26752361,13544178,6688451,3329871,1690572,921862,510505,270803,122705,44835,14634,6754,3913,2235"
high_income,2024,"3801,11422,19516,29327,42620,59651,79811,102239,123428,141007,149975,149775,146301,154288,196427,289680,443944,668390,997494,1517720,2420403,4253825,8042356,15248417,28386088,49681016,76305676,104915101,136019623,171275764,205677224,213300405,183877739,134469349,87422624,51556253,27606001,14023583,6935450,3455702,1754161,955034,529117,281857,129126,48157,16175,7546,4423,2569"
high_income,2025,"3666,11134,19138,28859,41992,58889,78895,101290,122568,140415,149846,149983,146372,153330,193422,283706,433808,651819,968955,1468470,2330729,4072679,7684835,14595508,27224849,48016918,74588151,103513044,134934146,170493566,205712024,215020900,186748938,137333605,89567679,52986599,28449800,14481747,7163580,3567739,1807918,982102,544645,291378,134555,50696,17043,7822,4556,2644"
high_income,2026,"3196,10850,18763,28391,41360,58126,77982,100323,121695,139988,149976,150548,146892,152879,190981,278359,424408,636218,942202,1422208,2248850,3907401,7362500,14016227,26196422,46564451,73145705,102324188,133974258,169748131,205712045,216692856,189594300,140217175,91740344,54452268,29328632,14966378,7408834,3688177,1865309,1010863,561226,301630,140490,53549,18101,8196,4743,2733"
high_income,2027,"3091,10580,18412,27963,40770,57411,77134,99449,120903,139426,149849,150753,147017,152071,188321,273142,415870,622785,919682,1383425,2181093,3772390,7111603,13595089,25532191,45826913,72934518,102792496,134465066,169815306,206058059,218518092,192596380,143243062,94037758,56015845,30267432,15482471,7669918,3816087,1925586,1040452,577618,311345,145874,55874,18704,8226,4676,2651"
